0	0.000000	0.250000	0.000000	0.250000	10.000000	30.000000	101000001
1	0.000000	0.250000	0.000000	0.250000	30.000000	50.000000	101000001
2	0.000000	0.250000	0.000000	0.250000	50.000000	70.000000	101000001
3	0.000000	0.250000	0.000000	0.250000	70.000000	90.000000	101000001
4	0.000000	0.250000	0.000000	0.250000	90.000000	110.000000	101000001
5	0.000000	0.250000	0.000000	0.250000	110.000000	130.000000	101000001
6	0.000000	0.250000	0.000000	0.250000	130.000000	150.000000	101000001
7	0.000000	0.250000	0.000000	0.250000	150.000000	170.000000	101000001
8	0.000000	0.250000	0.000000	0.250000	170.000000	190.000000	101000001
9	0.000000	0.250000	0.000000	0.250000	190.000000	210.000000	101000001
10	0.000000	0.250000	0.000000	0.250000	210.000000	230.000000	101000001
11	0.000000	0.250000	0.000000	0.250000	230.000000	250.000000	101000001
12	0.000000	0.250000	0.000000	0.250000	250.000000	270.000000	101000001
13	0.000000	0.250000	0.000000	0.250000	270.000000	290.000000	101000001
14	0.000000	0.250000	0.000000	0.250000	290.000000	310.000000	101000001
15	0.000000	0.250000	0.000000	0.250000	310.000000	330.000000	101000001
16	0.000000	0.250000	0.000000	0.250000	330.000000	350.000000	101000001
17	0.000000	0.250000	0.000000	0.250000	350.000000	10.000000	101000001
18	0.000000	0.250000	0.250000	0.500000	10.000000	30.000000	nil
19	0.000000	0.250000	0.250000	0.500000	30.000000	50.000000	nil
20	0.000000	0.250000	0.250000	0.500000	50.000000	70.000000	nil
21	0.000000	0.250000	0.250000	0.500000	70.000000	90.000000	nil
22	0.000000	0.250000	0.250000	0.500000	90.000000	110.000000	nil
23	0.000000	0.250000	0.250000	0.500000	110.000000	130.000000	nil
24	0.000000	0.250000	0.250000	0.500000	130.000000	150.000000	nil
25	0.000000	0.250000	0.250000	0.500000	150.000000	170.000000	nil
26	0.000000	0.250000	0.250000	0.500000	170.000000	190.000000	nil
27	0.000000	0.250000	0.250000	0.500000	190.000000	210.000000	nil
28	0.000000	0.250000	0.250000	0.500000	210.000000	230.000000	nil
29	0.000000	0.250000	0.250000	0.500000	230.000000	250.000000	nil
30	0.000000	0.250000	0.250000	0.500000	250.000000	270.000000	nil
31	0.000000	0.250000	0.250000	0.500000	270.000000	290.000000	nil
32	0.000000	0.250000	0.250000	0.500000	290.000000	310.000000	nil
33	0.000000	0.250000	0.250000	0.500000	310.000000	330.000000	nil
34	0.000000	0.250000	0.250000	0.500000	330.000000	350.000000	nil
35	0.000000	0.250000	0.250000	0.500000	350.000000	10.000000	nil
36	0.000000	0.250000	0.500000	0.750000	10.000000	30.000000	nil
37	0.000000	0.250000	0.500000	0.750000	30.000000	50.000000	nil
38	0.000000	0.250000	0.500000	0.750000	50.000000	70.000000	nil
39	0.000000	0.250000	0.500000	0.750000	70.000000	90.000000	101000008
